CustomerID,CustomerName,Email,Phone,City,State,Region,Segment,SignupDate,CustomerLifetimeValue,PurchaseCount,AverageOrderValue
1973,Melissa Maldonado,dwells@example.com,8466017419,Lake Brianshire,Georgia,Southeast,Consumer,2021-12-02,12789.3,12,1065.7749999999999
1974,Rachel Stein,sara62@example.com,338677765402347,Dannyborough,New Hampshire,Midwest,Consumer,2023-03-08,10078.69,12,839.8908333333334
1975,Penny Schmidt,robertkelly@example.net,001765629367562754,East Kimberlyshire,South Dakota,Southwest,Small Business,2022-11-27,20026.81,10,2002.681
1976,Tracy Wright,wward@example.com,2647220947,Nicolefort,Montana,Midwest,Small Business,2026-05-22,13559.23,11,1232.6572727272726
1977,Melissa Bishop,jonesanna@example.net,9693270438852,Kaylahaven,Iowa,Southeast,Consumer,2023-05-03,11134.849999999999,8,1391.8562499999998
1978,Paula Walker,mackenzieharvey@example.net,2386544240294,Robertsonfurt,Vermont,Northeast,Consumer,2022-11-25,9041.05,5,1808.2099999999998
1979,Michelle Grant,ryanshannon@example.org,9275247711578,Caseyside,Colorado,Southeast,Corporate,2025-03-01,15365.41,4,3841.3525
1980,Ryan Powell,yangjason@example.com,3383731403,Colemanville,Nevada,West,Small Business,2023-04-02,13053.52,8,1631.69
1981,Mary Williamson,zmendoza@example.org,00181892247922476,Lake Stephenfurt,New Hampshire,Northeast,Consumer,2022-05-23,10920.43,9,1213.381111111111
1982,Max Howard,matthewherrera@example.net,5356298009,East Kimberlybury,Kentucky,West,Corporate,2022-01-02,19025.49,7,2717.9271428571433
1983,Dustin Collier,maynardmichael@example.com,222818195171907,Kennedychester,Texas,Midwest,Consumer,2023-04-02,13913.15,10,1391.315
1984,Autumn Davis,twinters@example.com,2835364255,Johnburgh,Washington,Southeast,Consumer,2024-07-28,15587.35,11,1417.0318181818182
1985,George Evans,xhayes@example.net,2495995977,Lake Lindatown,Mississippi,West,Corporate,2021-12-26,46857.02,13,3604.386153846154
1986,Beth Arnold,blakenolan@example.org,545863679883686,Tonyaport,Washington,Midwest,Small Business,2023-09-09,25970.61,13,1997.7392307692307
1987,Sherri Johnson,mgalvan@example.org,473392060429429,New Mariaview,New Hampshire,Northeast,Small Business,2023-02-03,14827.400000000001,10,1482.7400000000002
1988,Philip Mccoy,jordanelizabeth@example.net,3094938721,East Williamshire,South Carolina,Midwest,Small Business,2022-11-09,13787.71,8,1723.46375
1989,Samantha Larson,garciapamela@example.net,001559254761680680,Jessicatown,Alabama,West,Consumer,2024-01-27,9294.46,7,1327.78
1990,William Nelson,fmeyer@example.net,001331343360574321,Josephmouth,South Carolina,West,Consumer,2025-11-13,7063.36,7,1009.0514285714286
1991,Lisa Lane,glarson@example.net,49029136417659,Tiffanyport,Ohio,Southwest,Small Business,2024-09-13,21191.57,7,3027.367142857143
1992,Allison Hudson,wuvalerie@example.com,701515360964394,Patriciafort,Indiana,Midwest,Consumer,2024-09-19,25696.18,18,1427.5655555555556
1993,Kevin Johnson,watsonmatthew@example.net,2536256248,Williamschester,Louisiana,Southwest,Consumer,2022-03-05,22285.88,16,1392.8675
1994,Erica Jarvis,vegaashley@example.org,5407574119,New Corey,Alabama,Northeast,Consumer,2024-04-20,6564.51,9,729.39
1995,Lauren Steele,rjimenez@example.org,16524185868043,North Wendyhaven,Utah,Southeast,Small Business,2022-09-19,22109.78,11,2009.9799999999998
1996,Brenda Ayala,timothy39@example.net,13034703773,West Tammyside,Nebraska,Southeast,Consumer,2024-11-05,13614.869999999999,11,1237.7154545454543
1997,Kelly Harris,bryantabigail@example.net,7342095140,New Craigfurt,California,West,Corporate,2024-05-18,35314.68,9,3923.8533333333335
1998,Andrew Hill,kevin12@example.net,7487109452,Lake Ashley,Georgia,Northeast,Corporate,2024-01-07,34405.13,13,2646.548461538461
1999,Blake Adams,elizabethmoran@example.net,001698370109321529,Drakeville,Delaware,West,Consumer,2023-02-28,10296.69,8,1287.08625
2000,Kaylee Young,karen09@example.com,00125226121669481,North Fredborough,Iowa,Southeast,Corporate,2022-01-09,20834.13,6,3472.355
2001,Jason Riley,xrogers@example.net,67362383684143,Macdonaldburgh,North Carolina,Southeast,Corporate,2026-06-07,10122.2,6,1687.0333333333335
2002,Mr. Mason Edwards,williamforbes@example.net,0013058950942,South Elijah,New Hampshire,Northeast,Consumer,2021-08-28,17128.46,9,1903.1622222222222
2003,Michael Henry,hmitchell@example.org,6917579815551,Garychester,Kentucky,Southeast,Small Business,2024-01-02,18667.0,8,2333.375
2004,Chad Webb,andreathomas@example.net,72938020291726,Lake Jose,Arizona,Southeast,Consumer,2022-10-11,23159.24,12,1929.9366666666667
2005,John Molina,danielcox@example.com,5532030241,North Danielland,Maine,West,Corporate,2023-02-08,12409.789999999999,7,1772.8271428571427
2006,Cathy Campbell,gmay@example.net,1905859227702604,Salazarhaven,New Hampshire,Northeast,Corporate,2023-09-01,17612.510000000002,8,2201.5637500000003
2007,Michael Graham,christian35@example.org,8642996727633,South Danielville,South Carolina,Southwest,Small Business,2025-01-09,7006.4,6,1167.7333333333333
2008,Mr. Travis Kelly Jr.,davisdouglas@example.com,5423259332,Jesseville,Nebraska,Northeast,Corporate,2025-11-11,14537.97,7,2076.852857142857
2009,Jessica Sullivan,tparker@example.com,0017703711989,North Mitchellside,New Jersey,Midwest,Corporate,2026-01-08,10213.51,7,1459.0728571428572
2010,Susan Simpson,deborah86@example.org,6648236245,South Chad,Louisiana,Southeast,Consumer,2022-03-09,18403.97,15,1226.9313333333334
2011,Hannah Johnson,kellyheather@example.net,4179844400,Kimview,Hawaii,Southwest,Small Business,2023-11-08,18523.91,11,1683.9918181818182
2012,Jessica Petersen,dprice@example.com,98697118816182,West Madison,New Jersey,Southwest,Small Business,2022-12-04,6435.63,8,804.45375
2013,William Yang,isabella73@example.net,6183815675,Port Matthew,South Dakota,Midwest,Consumer,2022-12-26,12364.7,10,1236.47
2014,Gwendolyn Kim,bwalsh@example.net,3909770455300,North Kimberly,Kentucky,West,Small Business,2025-05-20,6696.43,5,1339.286
2015,Tyrone Matthews,littleautumn@example.net,9679240555251,Cynthiastad,Nevada,West,Corporate,2022-01-24,14740.66,6,2456.7766666666666
2016,Jennifer Gaines,jason42@example.net,00182220220410649,Martinmouth,Hawaii,Southeast,Small Business,2023-02-23,27613.85,14,1972.417857142857
2017,Sherri Rodriguez,william60@example.net,873572500932195,North Nicholas,Alabama,West,Consumer,2025-02-11,11765.220000000001,10,1176.5220000000002
2018,James Carroll,nunezkayla@example.com,16843452364,Lake Anthonyton,Utah,Southwest,Corporate,2023-08-28,17835.82,5,3567.1639999999998
2019,Jaime Powell,evansstacey@example.com,8329151751,New Ricky,Michigan,Midwest,Consumer,2022-05-25,12684.060000000001,11,1153.0963636363638
2020,Bobby Nelson,josephthompson@example.org,60473107722287,Lake Ricardo,Maine,Southeast,Small Business,2024-02-28,26972.52,10,2697.252
2021,Amanda Tucker,srollins@example.net,48743880111305,New Jeffrey,Hawaii,Northeast,Small Business,2022-05-14,12560.89,5,2512.178
2022,George Nelson,sandersjohn@example.org,8483968460412,Ramseystad,Massachusetts,West,Corporate,2022-04-14,16835.14,9,1870.5711111111111
2023,Kevin Gonzalez,hbrown@example.com,1761669047610296,Christopherton,Wisconsin,West,Consumer,2024-09-12,14329.99,15,955.3326666666667
2024,John Johnson,cellis@example.com,8356623724,Tinafurt,Alabama,Southeast,Small Business,2025-07-11,12331.63,9,1370.181111111111
2025,Stefanie Brennan,richardsanthony@example.com,363422679111785,Carrieburgh,Utah,Midwest,Small Business,2023-01-06,19432.08,11,1766.5527272727275
2026,Lauren Sullivan,sherry22@example.net,9538841875,South Richardfort,Hawaii,Southeast,Small Business,2023-10-25,11119.19,7,1588.4557142857143
2027,Thomas Cox,ryansmith@example.net,15338408337,West Marthashire,Idaho,West,Consumer,2022-05-06,9604.51,8,1200.56375
2028,Jared Newman,weaverandrew@example.net,5658300022750,West Thomastown,South Carolina,Southwest,Consumer,2025-10-21,9540.220000000001,10,954.0220000000002
2029,Steven Chavez,bakerevelyn@example.org,64772793922689,Ericchester,West Virginia,Midwest,Small Business,2022-04-27,8133.97,5,1626.794
2030,Monica Hodges,gsimon@example.org,3408728195,Lake Waltershire,North Carolina,Northeast,Consumer,2025-12-04,11320.68,10,1132.068
2031,Joseph Cummings,andrew33@example.com,00142782445227594,Hallberg,Vermont,Midwest,Corporate,2025-08-22,26399.23,11,2399.93
2032,Cassie Huang,mcbridewendy@example.org,9506169932,Colinfurt,Michigan,Southeast,Small Business,2025-01-23,8769.76,6,1461.6266666666668
2033,Rachael Henderson DDS,kimberlyphillips@example.net,813639660575296,Jonesland,North Carolina,Northeast,Small Business,2025-08-14,14237.630000000001,10,1423.7630000000001
2034,Brandy Smith,jamesberry@example.net,0017183465506369,Ellischester,Tennessee,Midwest,Corporate,2021-12-21,21405.61,7,3057.944285714286
2035,Luke Goodwin,davidcandice@example.com,0016767022364,Port Keithmouth,Texas,Northeast,Corporate,2025-11-30,21167.82,8,2645.9775
2036,Stephen King,kennethgarcia@example.com,4634177744,North Michaela,Utah,Southeast,Consumer,2021-07-26,3474.1899999999996,6,579.0316666666666
2037,Ashley Moran,glee@example.org,1790534731751029,Alexisborough,Kansas,Northeast,Corporate,2023-01-19,18976.05,11,1725.0954545454545
2038,Edwin Clark,christopher35@example.net,934331719163354,Monicaborough,Kansas,Midwest,Consumer,2022-05-21,7479.16,8,934.895
2039,Theresa Jackson,daniel68@example.net,7202682994,New Sarah,Minnesota,Northeast,Consumer,2026-03-25,10574.33,9,1174.9255555555555
2040,Jennifer Finley,avilaelizabeth@example.net,6627549931,Lake Robert,Connecticut,Southwest,Corporate,2023-11-06,24559.739999999998,8,3069.9674999999997
2041,Tracy Rodriguez,robertschwartz@example.com,9612605433,Goodwinbury,Missouri,Southwest,Consumer,2022-07-18,16644.85,13,1280.3730769230767
2042,Michael Webb,xjacobs@example.org,9214789406,Griffinberg,Arkansas,Southwest,Corporate,2023-11-22,21763.07,8,2720.38375
2043,Carolyn Gonzalez,newmanpamela@example.net,177558647401925,South Terrimouth,Alabama,Southwest,Corporate,2022-11-28,21460.32,7,3065.7599999999998
2044,Jessica Phillips,amberquinn@example.com,7399726754,Cardenaston,Pennsylvania,West,Corporate,2022-11-05,17486.370000000003,8,2185.7962500000003
2045,Henry Keller,jensenphilip@example.com,1803985528823132,Port Michele,Illinois,Northeast,Corporate,2023-01-06,25664.510000000002,10,2566.451
2046,Melanie Diaz,savagesteven@example.com,538858692254376,Thompsonfort,Connecticut,West,Small Business,2026-03-19,6122.150000000001,6,1020.3583333333335
2047,Traci Kim,tammypeterson@example.com,4396450698958,Youngton,Rhode Island,Southeast,Consumer,2021-12-05,11781.9,11,1071.081818181818
2048,Chris Cook,david93@example.net,001294831491421544,Kirbyberg,Maryland,Southwest,Consumer,2024-05-31,10312.22,9,1145.802222222222
2049,Tiffany Simpson,parkerstacy@example.com,8775035476,South Kristinamouth,Oregon,Northeast,Corporate,2026-02-04,27830.43,10,2783.043
2050,Billy Newman MD,wpadilla@example.org,13403723461504,Williamsberg,Oregon,Northeast,Corporate,2025-08-09,29086.14,12,2423.845
2051,Charles Stewart,christinesmith@example.net,0012507114747299,Marcbury,New Mexico,Midwest,Consumer,2022-04-20,18373.58,15,1224.9053333333334
2052,Alyssa Austin,scooper@example.com,868744263333884,New Samanthaborough,Virginia,Northeast,Corporate,2024-01-24,24242.31,11,2203.8463636363635
2053,Anthony Taylor,clarkdavid@example.org,54459035934177,Jenniferbury,Wisconsin,Southeast,Corporate,2022-12-31,27215.71,7,3887.9585714285713
2054,Peter Flowers,urodriguez@example.org,4825160639,New Sarahmouth,South Dakota,Southeast,Small Business,2025-02-01,11427.75,7,1632.5357142857142
2055,Bradley Shaffer,stephensstacy@example.org,4387836970,Franklinmouth,Kansas,Northeast,Small Business,2024-11-15,21018.81,19,1106.253157894737
2056,Devin Brown,obrienerin@example.com,57268639962402,North Jeremiah,New Mexico,Northeast,Corporate,2025-06-16,19291.08,5,3858.2160000000003
2057,Deborah Smith,guzmanandrew@example.org,13572286939539,Hornfort,Iowa,West,Small Business,2024-09-17,11208.550000000001,9,1245.3944444444446
2058,Cathy Cruz,lori48@example.net,4245966899,Amymouth,West Virginia,Southwest,Small Business,2022-08-24,10625.91,7,1517.9871428571428
2059,Michael Rodriguez,erika44@example.net,57942074051870,North Jennifer,New Hampshire,Northeast,Corporate,2022-06-16,23248.83,10,2324.8830000000003
2060,Amy Cooper,kaitlin98@example.org,0015109320410,New Kathleen,Arkansas,Southeast,Small Business,2023-10-29,30772.04,15,2051.4693333333335
2061,Sierra Gibson,lisa75@example.com,8265370079,Lake Andrew,Idaho,Southwest,Consumer,2026-06-25,4571.99,8,571.49875
2062,James Kim,davidmartin@example.com,721833459582956,North Betty,Hawaii,Northeast,Consumer,2022-05-03,13217.54,8,1652.1925
2063,Sarah Johnson,nancy14@example.com,7378637825648,Wandachester,Nebraska,Midwest,Consumer,2024-07-14,6678.17,8,834.77125
2064,Erica Crawford,morrisann@example.com,3677996451,West Christinamouth,Nebraska,Southeast,Corporate,2024-06-18,12662.03,6,2110.3383333333336
2065,Shane Coleman,fbernard@example.net,7082046606382,Curtisberg,Wisconsin,West,Small Business,2024-01-23,11460.43,9,1273.381111111111
2066,Robert Fowler,fowlereric@example.com,6128380294,South Nicholas,Massachusetts,West,Corporate,2023-11-13,18143.53,6,3023.9216666666666
2067,Seth Dixon,brittany71@example.com,1712695458938533,South Brittanybury,Minnesota,Midwest,Corporate,2026-04-30,16469.13,6,2744.855
2068,Lindsay Morgan,andreawells@example.net,312309018174973,West Patriciachester,Kansas,Southeast,Consumer,2026-02-26,14263.53,12,1188.6275
2069,Kristy Bishop,noblebrian@example.net,2452961974,Christinastad,Wyoming,Northeast,Corporate,2022-08-05,16801.97,5,3360.3940000000002
2070,Michael Carter,gary04@example.org,6842182865,Payneburgh,Massachusetts,West,Small Business,2024-02-22,7522.08,8,940.26
2071,Emily Cook,obrienaudrey@example.com,6773079606169,Port Michael,Connecticut,Southwest,Consumer,2023-03-10,21431.57,17,1260.6805882352942
2072,Rachel Hawkins,uabbott@example.com,0014584277069,Georgeville,Mississippi,Northeast,Corporate,2022-05-27,38990.97,15,2599.398
2073,Stephanie Harper,htanner@example.net,3764100235,New Kathrynview,Mississippi,Northeast,Corporate,2023-06-28,28779.92,6,4796.653333333333
2074,Janet Rodriguez,qharris@example.net,3385563375984,Zamorahaven,New York,Northeast,Corporate,2026-07-05,9404.36,5,1880.872
2075,Jose Soto,wilsonjerry@example.com,12529331432417,East Tracyfort,Wyoming,West,Corporate,2025-11-24,31366.07,10,3136.607
2076,Patrick Washington,skinnerjenny@example.org,1322908220448435,South Nicoleshire,Minnesota,Southeast,Consumer,2024-07-21,16182.57,10,1618.257
2077,Amanda Carter,elizabethpeterson@example.net,0013009284224,Lake Davidbury,South Dakota,Northeast,Consumer,2023-12-04,17016.739999999998,11,1546.9763636363634
2078,Johnathan Hill,austin05@example.net,1879425173335813,North Christopher,Michigan,Southeast,Small Business,2025-06-21,25168.28,8,3146.035
2079,Tammy Tucker,stran@example.com,2114670062,Port Davidtown,New Jersey,Midwest,Consumer,2025-10-30,15909.18,12,1325.765
2080,Jessica Ball,elizabeth36@example.org,0016216350113,Weavershire,Massachusetts,Southwest,Consumer,2025-09-29,9306.93,6,1551.155
2081,Justin Wilkinson,william99@example.com,6499497254720,Kristinport,Florida,Midwest,Corporate,2021-09-05,14233.55,6,2372.258333333333
2082,Isaac Hall,brenda46@example.com,3446446574,Ernestberg,Virginia,Southwest,Corporate,2024-12-09,11650.41,5,2330.082
2083,Kimberly Robles,nicholas08@example.net,3045317842,East Kimberlyfort,Michigan,Midwest,Consumer,2025-12-25,8040.85,7,1148.6928571428573
2084,Daniel Washington,kaitlyndavies@example.net,2545224125,West Katherine,Idaho,West,Corporate,2022-11-06,17458.59,7,2494.0842857142857
2085,David Hancock,cmcintyre@example.com,91997537006323,East Stephanie,Hawaii,Southeast,Corporate,2022-12-26,23245.739999999998,8,2905.7174999999997
2086,Glenn Moreno,rdiaz@example.net,3632218945,Kathyshire,Virginia,Southwest,Corporate,2022-01-11,18371.68,6,3061.9466666666667
2087,Michelle Davis,barrlauren@example.net,16425817834206,Lake Samantha,West Virginia,Southeast,Corporate,2024-12-27,8879.18,4,2219.795
2088,Mrs. Rita Gonzalez,anne71@example.net,2202409324243,Lake Joymouth,Iowa,Northeast,Corporate,2024-10-28,15553.46,6,2592.2433333333333
2089,Casey Wong,sandovaldiana@example.net,42474783907121,Harveyside,Pennsylvania,Southwest,Corporate,2022-02-06,22814.870000000003,8,2851.8587500000003
2090,Angela Thomas,carrollwesley@example.net,9728449520,West Douglasside,Indiana,Midwest,Consumer,2023-09-14,4290.6,6,715.1
2091,Krystal Snyder,daniel65@example.org,9809054402,Brownberg,Iowa,Midwest,Small Business,2021-12-20,25829.59,11,2348.1445454545456
2092,Ryan Richardson,birdandrew@example.com,685774397384718,Port Paulton,Idaho,Northeast,Consumer,2022-01-11,8305.69,8,1038.21125
2093,Angela Moore,elee@example.org,911229803102623,Benjaminmouth,Utah,Northeast,Consumer,2022-01-29,9378.07,6,1563.0116666666665
2094,Carrie Bell,barbaranguyen@example.com,547863169145590,Jeremiahport,Hawaii,Midwest,Small Business,2023-01-07,14917.23,7,2131.032857142857
2095,Christopher Madden,ycoleman@example.net,2266761747,Wandamouth,Hawaii,Southwest,Small Business,2025-09-16,18327.06,10,1832.7060000000001
2096,Peter Holt,carla64@example.org,8492780643719,West Melissa,North Carolina,Southeast,Small Business,2025-04-29,14645.79,12,1220.4825
2097,Courtney Rodriguez,martineznorman@example.com,4996521154,North Michaelview,Indiana,Northeast,Corporate,2024-08-28,25207.46,9,2800.8288888888887
2098,William Brown,bmonroe@example.net,735985583645487,Greenstad,Washington,West,Corporate,2025-09-30,7746.0599999999995,5,1549.212
2099,Kevin Lucero,jason82@example.com,768549785078672,Port Williammouth,North Dakota,West,Small Business,2023-01-03,16948.72,10,1694.872
2100,Tracey Boyd,nathan19@example.org,1924367199927523,North Jenniferstad,South Carolina,Southwest,Small Business,2021-07-28,24464.06,11,2224.0054545454545
2101,Benjamin Miranda,dbell@example.com,3206936130,Lindsayview,Connecticut,Southeast,Corporate,2024-09-30,9369.87,7,1338.5528571428572
2102,Dr. Ronald Douglas,barrettjason@example.com,380569328940117,Port Johnfort,Alaska,Midwest,Consumer,2024-08-26,5747.99,7,821.1414285714285
2103,Dennis Bass,arnoldthomas@example.net,4739169275,Robertton,Colorado,Southwest,Small Business,2024-08-22,17473.49,11,1588.4990909090911
2104,Mandy Barr,druiz@example.org,12708183256618,North Alishamouth,Kansas,Northeast,Small Business,2021-10-04,21409.66,11,1946.3327272727272
2105,Jonathan Calderon,smithedward@example.org,3122683905,Port Chaseside,California,West,Small Business,2025-08-07,27128.79,12,2260.7325
2106,Rachel Barber,smithpatrick@example.com,498471014941163,West Daniel,Missouri,West,Small Business,2025-03-19,15581.62,9,1731.2911111111111
2107,Wayne Lawrence,william61@example.com,7217170254496,East Janiceburgh,Virginia,West,Consumer,2022-10-31,6019.17,9,668.7966666666666
2108,Tracey Thomas,martha48@example.org,775495024242633,North Donna,South Dakota,Northeast,Corporate,2021-12-17,22284.8,13,1714.2153846153847
2109,Kathleen Martinez,ericmoore@example.com,9398203186,Ramirezhaven,Hawaii,Southeast,Consumer,2023-02-23,9483.72,8,1185.465
2110,Kristen Porter,christinawilliams@example.com,18632096667629,Port Jenna,Nevada,Southeast,Consumer,2022-06-07,23233.79,15,1548.9193333333335
2111,Leonard Jones,scottjennifer@example.org,549954584465771,West Jamesburgh,New Jersey,Southeast,Consumer,2026-04-10,5380.21,7,768.6014285714285
2112,Madison Thompson,jcarrillo@example.org,8666548427494,Courtneyton,Illinois,Southwest,Consumer,2024-01-21,14049.52,10,1404.952
2113,Alexis Day,jesus65@example.net,75388823234533,Robertsonburgh,Florida,Southwest,Consumer,2026-01-03,13530.0,9,1503.3333333333333
2114,Tracey Hubbard,kaylee54@example.net,132073980133761,Olsontown,Connecticut,Southeast,Small Business,2025-06-01,14764.9,7,2109.2714285714287
2115,Ashley Miller,fieldsmary@example.org,7539942811,Morganshire,Wyoming,Midwest,Corporate,2026-02-12,4678.889999999999,4,1169.7224999999999
2116,Kyle Gilmore,andrew79@example.org,6516098100,North Austin,New Jersey,Northeast,Consumer,2021-11-12,13785.99,11,1253.2718181818182
2117,Adrian Brooks,jknight@example.com,156338082632676,West Johnton,New Jersey,Southwest,Small Business,2023-12-26,34168.44,15,2277.896
2118,Kathryn Castaneda,rriddle@example.org,6265429306461,Port Rebecca,North Carolina,Southwest,Small Business,2023-03-30,10516.57,6,1752.7616666666665
2119,Jonathan Erickson,hannahbarber@example.com,40598474389475,Lake Kevin,Rhode Island,Midwest,Corporate,2025-11-27,12893.380000000001,6,2148.896666666667
2120,Terri Daniels,sararoberts@example.com,0018403421001499,Port Mariafort,New Hampshire,West,Corporate,2023-11-02,8625.46,7,1232.2085714285713
2121,Jacqueline Knight,griffithscott@example.net,17665269233,North Julieberg,Tennessee,Northeast,Small Business,2024-03-06,12279.51,8,1534.93875
2122,Cory Cook,michellewood@example.net,7779312524,North Jeffreyville,West Virginia,West,Small Business,2023-04-11,8482.95,6,1413.825
2123,Gregory Henry,michaelgonzalez@example.org,99291515694438,South Sarahbury,Massachusetts,West,Corporate,2025-08-13,15856.68,8,1982.085
2124,Cindy Kemp,durhamrobin@example.com,16255627396,Port David,Colorado,Northeast,Corporate,2026-04-20,16849.53,8,2106.19125
2125,Kyle Thomas,qguerrero@example.net,0019784427751536,Lake Brittanystad,Arizona,Southeast,Consumer,2025-05-19,7864.32,10,786.432
2126,Kevin Sutton,wendypayne@example.net,38539441649331,Patrickside,Massachusetts,West,Small Business,2025-09-05,25364.9,15,1690.9933333333333
2127,James Cameron,holmesphillip@example.net,1303863235185229,Raymondborough,Vermont,West,Consumer,2023-02-08,17238.43,9,1915.381111111111
2128,Morgan Allen,qmiller@example.com,645344300745777,Rachelstad,Connecticut,Northeast,Small Business,2026-01-08,19831.46,6,3305.2433333333333
2129,David Todd,jeffrey36@example.org,9572578660,Port Rebecca,Michigan,Northeast,Corporate,2024-01-20,32690.05,9,3632.2277777777776
2130,Jane Simmons,rjohnston@example.com,8857261068,Micheleborough,Florida,West,Corporate,2021-08-29,21863.58,8,2732.9475
2131,Kathleen Glenn,caleb40@example.net,001243396848359600,North Rachel,New York,Southwest,Corporate,2023-06-22,10770.12,4,2692.53
2132,Kim Arnold,jenniferperkins@example.net,3719918993,North Robert,Alabama,Southwest,Small Business,2022-01-27,19042.49,10,1904.2490000000003
2133,Angela Mclaughlin,afisher@example.org,408567522624915,New Daniel,Montana,Southwest,Small Business,2022-01-11,14649.400000000001,8,1831.1750000000002
2134,Paul Freeman,nharris@example.org,17747931352762,South Rodney,Mississippi,West,Corporate,2025-11-27,7724.6900000000005,2,3862.3450000000003
2135,Sherry Flores,vgarrett@example.org,43931727154836,West David,Michigan,Northeast,Consumer,2021-11-09,12047.49,12,1003.9575
2136,James Reeves,victoria68@example.com,474346544821873,West Rebecca,North Carolina,Midwest,Corporate,2021-08-29,14793.29,5,2958.6580000000004
2137,John Underwood PhD,brian15@example.org,8465508656,Mccormickport,New Mexico,Southeast,Small Business,2024-04-05,5236.54,4,1309.135
2138,Eric Martin,daniellestone@example.net,001734810657299766,Lake Kerri,Nebraska,West,Small Business,2025-12-20,15207.55,9,1689.7277777777776
2139,Sharon Mcclain,jasonbennett@example.net,47424108439711,East Emilyview,Arizona,Southwest,Consumer,2025-08-20,8875.78,11,806.889090909091
2140,Omar Dixon,hfitzgerald@example.com,6208310666,Colinhaven,Louisiana,Southwest,Corporate,2024-08-27,14339.150000000001,6,2389.8583333333336
2141,Kathleen Bullock,gfox@example.com,3879957971149,Robertton,Missouri,Southeast,Consumer,2023-12-02,6032.54,6,1005.4233333333333
2142,Cassandra Perez,cole83@example.org,001278566868998420,South Sheila,Michigan,Southwest,Corporate,2024-06-27,23078.11,7,3296.8728571428574
2143,Anthony Stewart,josedavis@example.org,6767513352,Kimbury,Virginia,Midwest,Consumer,2021-11-05,6348.34,5,1269.6680000000001
2144,Jennifer Norris,fernandezkristin@example.net,1392497045386876,Jenkinsfurt,Georgia,Midwest,Corporate,2026-06-29,29265.52,15,1951.0346666666667
2145,Shannon Rogers,richard14@example.net,7155383489,East Mollyton,Arizona,Midwest,Corporate,2022-02-10,27589.16,11,2508.1054545454544
2146,Thomas Collins,dillonjoshua@example.net,6034642373313,Bryanmouth,Delaware,Southwest,Small Business,2024-02-22,12355.98,6,2059.33
2147,Karen Mckenzie,meganmalone@example.com,14423921017274,Patriciafort,Wyoming,Northeast,Consumer,2025-07-22,7716.55,9,857.3944444444445
2148,Timothy Sutton,oyoung@example.org,8044961965196,Davisstad,New Mexico,Southeast,Corporate,2023-03-25,26226.69,9,2914.0766666666664
2149,Timothy Schmidt,bmaxwell@example.org,001537385771712199,Jamesfort,Alabama,Southwest,Corporate,2021-10-20,29912.859999999997,11,2719.3509090909088
2150,Katherine Smith,georgegonzales@example.com,001924245278430039,Huertaport,Nevada,Midwest,Small Business,2024-11-15,13456.12,9,1495.1244444444446
2151,Justin Rojas,hopkinsmelissa@example.com,12495874932,East Nicholas,Montana,Southwest,Small Business,2026-01-13,20849.04,12,1737.42
2152,Michael Ruiz,tara78@example.com,25736530924643,East Edward,Minnesota,Northeast,Consumer,2024-01-19,11988.82,8,1498.6025
2153,David Taylor,wlong@example.org,0014508945573149,Thompsonview,New York,Southwest,Consumer,2026-06-09,7414.99,8,926.87375
2154,William Hernandez,olsonchad@example.org,5458886417,Morrisonbury,Wisconsin,Southwest,Small Business,2023-09-26,6200.07,4,1550.0175
2155,Danielle Gonzalez,alisonfuentes@example.net,838368982581738,Baileyberg,Kansas,Southwest,Small Business,2025-07-10,12945.380000000001,8,1618.1725000000001
2156,Ronald Morrison DDS,timothyproctor@example.org,00125251998068496,West Gregory,Wyoming,Midwest,Consumer,2023-03-17,12860.26,9,1428.9177777777777
2157,Joshua Ford,rickywelch@example.org,18109767778,Lake Carolyn,California,West,Consumer,2024-08-17,13824.06,10,1382.406
2158,Lee Howard,bbaker@example.net,0012938305374,West Donald,Delaware,Northeast,Corporate,2024-03-17,30242.86,9,3360.317777777778
2159,Christian Riggs,yjimenez@example.com,8883491986,East Betty,Alaska,West,Corporate,2021-10-27,15054.55,7,2150.65
2160,Valerie White,npowell@example.net,19574268500,Meganhaven,Tennessee,Southeast,Small Business,2023-07-19,21328.27,10,2132.827
2161,Raymond Conner,rileylisa@example.net,969524505149048,Jenniferfort,Mississippi,West,Consumer,2025-02-07,4188.63,4,1047.1575
2162,Tiffany Morris,nrandall@example.net,81067799772222,Crossland,Wisconsin,Southeast,Consumer,2022-11-29,11860.58,11,1078.2345454545455
2163,Cynthia Johnson,tylertaylor@example.com,00160776976938051,Port Angela,Tennessee,Southeast,Consumer,2026-06-30,11651.82,10,1165.182
2164,Timothy Black,mooresue@example.org,55040069915585,Port Jonathan,Massachusetts,Southeast,Consumer,2024-07-07,14788.5,12,1232.375
2165,Clayton White,torresteresa@example.net,54153999517699,East Andreamouth,Nevada,Southwest,Consumer,2023-04-29,5005.41,6,834.235
2166,Amanda Smith,tharper@example.org,6632611287,North Shawnborough,Alaska,Midwest,Small Business,2024-06-18,14168.27,7,2024.0385714285715
2167,Lindsay Wall,chadedwards@example.net,4896999628930,West Drewhaven,Minnesota,Southeast,Corporate,2024-12-23,16832.78,8,2104.0975
2168,Anthony Walls,duncanedward@example.com,3486589654,Susanbury,Ohio,Midwest,Corporate,2021-10-12,33802.24,11,3072.9309090909087
